BranchCode,SiteCode,FleetCode,CustomerCode,ModelCode,AssetName,SerialNumber,RegistrationCounter,ComponentCode,ModifierCode,TaskTypeCode,TaskCounterCode,StrategyTaskDescription,FrequencyValue,LifeToDateValue,PrimaryPartNumberCode,ActualPartNumberCode,SourceOfSupplyCode,StrategyUOMCode,StrategyUsageValue,LastStrategyUsageValue,StrategyDate,LastStrategyDate,SalesStatusCode,SalesLostReasonCode,SalesStatusCommentsNote,PurchaseOrderNumber
,,,,,,,217040,,,,,Service Brake RH Rear,5000.0,23283.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Service Brake RH Front,5000.0,23283.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Service Brake LH Rear,5000.0,23283.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Service Brake LH Front,5000.0,23283.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Park Brake Assembly,5000.0,23283.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Pump Brake,5000.0,7168.0,,,,H,,16115.0,,,,,,
,,,,,,,217040,,,,,Brake System Hoses,5000.0,7168.0,,,,H,,16115.0,,,,,,
,,,,,,,217040,,,,,Accumulator Brake Right,5000.0,23283.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Accumulator Brake Left,5000.0,23283.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Caterpillar 993K Wheel Loader WL6102,5000.0,23283.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Actuator Brake CAS,6000.0,12209.0,,,,H,,52930.0,,,,,,
,,,,,,,217040,,,,,Brake Accumulator RH,6000.0,22108.0,,,,H,,42899.0,,,,,,
,,,,,,,217040,,,,,Brake Accumulator LH,6000.0,22108.0,,,,H,,42899.0,,,,,,
,,,,,,,217040,,,,,Transmission Transfer Case,6000.0,5751.0,,,,H,,59256.0,,,,,,
,,,,,,,217040,,,,,Front Frame - Grease Hoses,6000.0,1947.0,,,,H,,63060.0,,,,,,
,,,,,,,217040,,,,,Axle Shaft Position 4,6000.0,9745.0,,,,H,,55262.0,,,,,,
,,,,,,,217040,,,,,Axle Shaft Position 3,6000.0,9745.0,,,,H,,55262.0,,,,,,
,,,,,,,217040,,,,,Axle Shaft Position 2,6000.0,9745.0,,,,H,,55262.0,,,,,,
